Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Src Port
80.0,6.0,1379886.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,713.1024,5.0728827,229981.0,562795.44,1378782.0,3.0,1067.0,533.5,747.41187,1062.0,5.0,1379883.0,459961.0,795722.5,1378782.0,33.0,0.0,0.0,0.0,0.0,72.0,92.0,2.1740925,2.8987901,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60505.0
3389.0,6.0,2931173.0,8.0,7.0,1144.0,1581.0,677.0,0.0,143.0,227.96992,1173.0,0.0,225.85715,430.0986,929.6619,5.1174054,209369.5,264720.3,953498.0,4.0,2931173.0,418739.0,409416.53,1305505.0,4.0,2635027.0,439171.16,252929.38,953498.0,312793.0,0.0,0.0,0.0,0.0,172.0,152.0,2.7292829,2.3881223,0.0,1173.0,170.3125,319.4027,102018.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181.66667,143.0,225.85715,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1144.0,7.0,1581.0,64240.0,62856.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52095.0
3389.0,6.0,4425477.0,9.0,7.0,1036.0,1429.0,565.0,0.0,115.111115,183.94322,1149.0,0.0,204.14285,420.49908,557.0021,3.6154294,295031.8,590450.3,2238393.0,4.0,4425477.0,553184.6,772558.94,2238393.0,4.0,4268087.0,711347.8,980681.75,2609246.0,157137.0,0.0,0.0,0.0,0.0,192.0,152.0,2.033679,1.5817504,0.0,1149.0,145.0,294.23077,86571.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0625,115.111115,204.14285,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1036.0,7.0,1429.0,8192.0,62964.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56333.0
80.0,6.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.027,74.0,0.0,74.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,27027.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,278.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49449.0
52352.0,6.0,312.0,3.0,1.0,31.0,0.0,31.0,0.0,10.333333,17.897858,0.0,0.0,0.0,0.0,99358.98,12820.513,104.0,155.88779,284.0,13.0,312.0,156.0,181.01933,284.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,9615.385,3205.1282,0.0,31.0,6.2,13.863622,192.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.75,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0,0.0,1129.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
53.0,17.0,245.0,1.0,1.0,39.0,55.0,39.0,39.0,39.0,0.0,55.0,55.0,55.0,0.0,383673.47,8163.265,245.0,0.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4081.6326,4081.6326,39.0,55.0,44.333332,9.237604,85.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.5,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1.0,55.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54251.0
80.0,6.0,1532600.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,642.0462,4.567402,255433.33,625500.06,1532230.0,1.0,341.0,170.5,239.7092,340.0,1.0,1532594.0,510864.66,884528.3,1532230.0,23.0,0.0,0.0,0.0,0.0,72.0,92.0,1.9574579,2.6099439,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55459.0
53.0,17.0,301.0,1.0,1.0,34.0,98.0,34.0,34.0,34.0,0.0,98.0,98.0,98.0,0.0,438538.22,6644.518,301.0,0.0,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3322.259,3322.259,34.0,98.0,55.333332,36.950417,1365.3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,34.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1.0,98.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54048.0
445.0,6.0,243732.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.411469,81244.0,140327.38,243280.0,67.0,243732.0,121866.0,171800.08,243347.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,28.0,12.308601,4.102867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8192.0,8192.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13286.0
80.0,6.0,39760.0,4.0,9.0,249.0,9285.0,249.0,0.0,62.25,124.5,1460.0,0.0,1031.6666,660.13257,239788.73,326.96176,3313.3333,7511.897,19469.0,0.0,39760.0,13253.333,11405.437,20166.0,89.0,20261.0,2532.625,6834.0454,19431.0,0.0,0.0,0.0,0.0,0.0,92.0,192.0,100.60362,226.35815,0.0,1460.0,681.0,714.38904,510351.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,733.38464,62.25,1031.6666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,249.0,9.0,9285.0,8192.0,237.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50637.0
53.0,17.0,574.0,1.0,1.0,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,174216.03,3484.3206,574.0,0.0,574.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1742.1603,1742.1603,42.0,58.0,47.333332,9.237604,85.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,58.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58835.0
443.0,6.0,60121710.0,14.0,14.0,1034.0,5626.0,703.0,0.0,73.85714,190.89299,1460.0,0.0,401.85715,604.5261,110.77529,0.46572194,2226730.0,4238175.5,10190920.0,1.0,60121710.0,4624747.0,5196454.5,10202794.0,186.0,60109544.0,4623811.0,5197494.0,10202859.0,1.0,0.0,0.0,0.0,0.0,292.0,352.0,0.23286097,0.23286097,0.0,1460.0,229.65517,464.1547,215439.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,237.85715,73.85714,401.85715,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1034.0,14.0,5626.0,8192.0,115.0,8.0,20.0,17437.666,13427.242,44845.0,11874.0,10002826.0,331650.2,10190920.0,9330582.0,54474.0
443.0,6.0,97204570.0,11.0,15.0,579.0,5130.0,192.0,0.0,52.636364,75.599304,1460.0,0.0,342.0,584.7433,58.731808,0.26747715,3888182.8,13707011.0,58201830.0,0.0,58479268.0,5847927.0,18395358.0,58201830.0,191.0,97192880.0,6942348.5,18040950.0,58319450.0,0.0,0.0,0.0,0.0,0.0,232.0,312.0,0.113163404,0.15431373,0.0,1460.0,211.44444,456.65585,208534.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,219.57692,52.636364,342.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,579.0,15.0,5130.0,8192.0,31.0,5.0,20.0,138717.0,86112.875,199608.0,77826.0,48463570.0,13771990.0,58201830.0,38725300.0,51035.0
53.0,17.0,317.0,1.0,1.0,41.0,73.0,41.0,41.0,41.0,0.0,73.0,73.0,73.0,0.0,359621.44,6309.1484,317.0,0.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3154.5742,3154.5742,41.0,73.0,51.666668,18.475208,341.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.5,41.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,73.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56898.0
53.0,17.0,927.0,1.0,1.0,40.0,139.0,40.0,40.0,40.0,0.0,139.0,139.0,139.0,0.0,193096.02,2157.4973,927.0,0.0,927.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1078.7487,1078.7487,40.0,139.0,73.0,57.157677,3267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.5,40.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,139.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53939.0
53.0,17.0,256.0,1.0,1.0,37.0,165.0,37.0,37.0,37.0,0.0,165.0,165.0,165.0,0.0,789062.5,7812.5,256.0,0.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3906.25,3906.25,37.0,165.0,79.666664,73.90083,5461.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.5,37.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,165.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59369.0
80.0,6.0,17532778.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114072055,17500000.0,0.0,17500000.0,17500000.0,17500000.0,17500000.0,0.0,17500000.0,17500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.114072055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,17500000.0,0.0,17500000.0,17500000.0,57876.0
53.0,17.0,24465.0,2.0,2.0,82.0,210.0,41.0,41.0,41.0,0.0,105.0,105.0,105.0,0.0,11935.418,163.49887,8155.0,13309.081,23523.0,462.0,23985.0,23985.0,0.0,23985.0,23985.0,24003.0,24003.0,0.0,24003.0,24003.0,0.0,0.0,0.0,0.0,16.0,16.0,81.749435,81.749435,41.0,105.0,66.6,35.054245,1228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.25,41.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,210.0,-1.0,-1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51181.0
443.0,6.0,241.0,3.0,0.0,77.0,0.0,46.0,0.0,25.666666,23.459185,0.0,0.0,0.0,0.0,319502.06,12448.133,120.5,146.37111,224.0,17.0,241.0,120.5,146.37111,224.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,12448.133,0.0,0.0,46.0,30.75,21.68525,470.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,25.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,0.0,0.0,254.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50929.0
53.0,17.0,962.0,1.0,1.0,35.0,99.0,35.0,35.0,35.0,0.0,99.0,99.0,99.0,0.0,139293.14,2079.0022,962.0,0.0,962.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1039.5011,1039.5011,35.0,99.0,56.333332,36.950417,1365.3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5,35.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,99.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57774.0
53.0,17.0,338.0,1.0,1.0,41.0,57.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,289940.84,5917.1597,338.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2958.5798,2958.5798,41.0,57.0,46.333332,9.237604,85.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.5,41.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,57.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49983.0
61847.0,6.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,42553.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64240.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0
53.0,17.0,287.0,1.0,1.0,51.0,147.0,51.0,51.0,51.0,0.0,147.0,147.0,147.0,0.0,689895.5,6968.641,287.0,0.0,287.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3484.3206,3484.3206,51.0,147.0,83.0,55.425625,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.5,51.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,147.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64024.0
80.0,6.0,5086489.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39319852,5086489.0,0.0,5086489.0,5086489.0,5086489.0,5086489.0,0.0,5086489.0,5086489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.39319852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,5086489.0,0.0,5086489.0,5086489.0,59598.0
3389.0,6.0,1637756.0,10.0,8.0,1452.0,1727.0,741.0,0.0,145.2,219.54387,1175.0,0.0,215.875,404.10834,1941.0706,10.990648,96338.586,225882.9,951604.0,9.0,1637756.0,181972.89,351076.9,1108127.0,25.0,1637710.0,233958.58,317018.03,951604.0,104037.0,0.0,0.0,0.0,0.0,212.0,172.0,6.1059155,4.8847327,0.0,1175.0,167.3158,300.80173,90481.67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,176.61111,145.2,215.875,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1452.0,8.0,1727.0,8192.0,62548.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29869.0
51811.0,6.0,3.0,3.0,0.0,31.0,0.0,31.0,0.0,10.333333,17.897858,0.0,0.0,0.0,0.0,10333333.0,1000000.0,1.5,2.1213202,3.0,0.0,3.0,1.5,2.1213202,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1000000.0,0.0,0.0,31.0,7.75,15.5,240.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.333333,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,66.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
3389.0,6.0,98462.0,2.0,1.0,47.0,0.0,47.0,0.0,23.5,33.23402,0.0,0.0,0.0,0.0,477.34152,30.468607,49231.0,69600.52,98446.0,16.0,98462.0,98462.0,0.0,98462.0,98462.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,20.312405,10.156202,0.0,47.0,23.5,27.135462,736.3333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.333334,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,1.0,0.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10263.0
445.0,6.0,424571.0,7.0,4.0,286.0,170.0,103.0,0.0,40.857143,51.141727,131.0,0.0,42.5,61.798058,1074.0253,25.908504,42457.1,68203.31,141404.0,36.0,424535.0,70755.836,77424.12,141560.0,37.0,424517.0,141505.67,297.37573,141841.0,141274.0,0.0,0.0,0.0,0.0,152.0,92.0,16.48723,9.421274,0.0,131.0,38.0,51.10773,2612.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.454544,40.857143,42.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,286.0,4.0,170.0,8192.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38104.0
80.0,6.0,921155.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,1068.2241,7.5991554,153525.83,375229.97,919460.0,4.0,1652.0,826.0,797.61646,1390.0,262.0,921151.0,307050.34,530362.94,919460.0,36.0,0.0,0.0,0.0,0.0,72.0,92.0,3.2567809,4.3423743,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62565.0
53.0,17.0,803.0,1.0,1.0,31.0,112.0,31.0,31.0,31.0,0.0,112.0,112.0,112.0,0.0,178082.19,2490.66,803.0,0.0,803.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1245.33,1245.33,31.0,112.0,58.0,46.765373,2187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,31.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,112.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61150.0
53.0,17.0,12721.0,1.0,1.0,40.0,70.0,40.0,40.0,40.0,0.0,70.0,70.0,70.0,0.0,8647.119,157.22034,12721.0,0.0,12721.0,12721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,78.61017,78.61017,40.0,70.0,50.0,17.320509,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,40.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,70.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49709.0
3389.0,6.0,2333945.0,9.0,9.0,1349.0,2754.0,677.0,0.0,149.88889,214.24545,1173.0,0.0,306.0,500.02426,1757.9678,7.712264,137290.88,231128.48,937535.0,4.0,2333945.0,291743.12,381872.22,1155196.0,4.0,2180315.0,272539.38,287535.8,937535.0,36193.0,0.0,0.0,0.0,0.0,192.0,204.0,3.856132,3.856132,0.0,1173.0,215.94737,374.63278,140349.72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,227.94444,149.88889,306.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1349.0,9.0,2754.0,8192.0,62856.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15262.0
80.0,6.0,1139966.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,863.18365,6.140534,189994.33,465217.22,1139615.0,5.0,307.0,153.5,194.45436,291.0,16.0,1139961.0,379987.0,657857.2,1139615.0,33.0,0.0,0.0,0.0,0.0,72.0,92.0,2.6316574,3.5088766,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59886.0
53.0,17.0,266.0,1.0,1.0,39.0,71.0,39.0,39.0,39.0,0.0,71.0,71.0,71.0,0.0,413533.84,7518.797,266.0,0.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3759.3984,3759.3984,39.0,71.0,49.666668,18.475208,341.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.5,39.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1.0,71.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63658.0
3389.0,6.0,3852345.0,13.0,8.0,1148.0,1600.0,677.0,0.0,88.30769,188.78178,1173.0,0.0,200.0,404.85446,713.3317,5.4512253,192617.25,390255.28,1576889.0,51.0,3852345.0,321028.75,522287.72,1576889.0,724.0,3437014.0,491002.0,624917.1,1724654.0,25972.0,0.0,0.0,0.0,0.0,280.0,168.0,3.374568,2.0766573,0.0,1173.0,124.90909,280.57254,78720.945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.85715,88.30769,200.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1148.0,8.0,1600.0,8192.0,62852.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53915.0
53.0,17.0,371.0,1.0,1.0,51.0,147.0,51.0,51.0,51.0,0.0,147.0,147.0,147.0,0.0,533692.75,5390.8354,371.0,0.0,371.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2695.4177,2695.4177,51.0,147.0,83.0,55.425625,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.5,51.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,147.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61104.0
80.0,6.0,550137.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,1788.6454,12.724103,91689.5,224411.27,549767.0,2.0,341.0,170.5,238.29498,339.0,2.0,550131.0,183377.0,317303.1,549767.0,21.0,0.0,0.0,0.0,0.0,72.0,92.0,5.453187,7.270916,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53120.0
3389.0,6.0,8085384.0,9.0,7.0,1202.0,1581.0,741.0,0.0,133.55556,238.53151,1173.0,0.0,225.85715,430.0986,344.20132,1.9788795,539025.6,1701914.8,6626200.0,88.0,8085384.0,1010673.0,2312623.8,6626200.0,385.0,1163885.0,193980.83,372445.3,953170.0,27806.0,0.0,0.0,0.0,0.0,192.0,152.0,1.1131197,0.86575973,0.0,1173.0,163.70589,318.89532,101694.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,173.9375,133.55556,225.85715,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1202.0,7.0,1581.0,8192.0,62798.0,5.0,20.0,1459184.0,0.0,1459184.0,1459184.0,6626200.0,0.0,6626200.0,6626200.0,58079.0
